Code,Description
18318400,Vests.
18318500,Nightdresses.
18320000,"Brassieres, corsets, suspenders and similar articles."
18321000,Brassieres.
18322000,Corsets.
18323000,Suspenders.
18330000,T-shirts and shirts.
18331000,T-shirts.
18332000,Shirts.
18333000,Polo shirts.
18400000,Special clothing and accessories.
18410000,Special clothing.
18411000,Baby clothing.
18412000,Sportswear.
18412100,Tracksuits.
18412200,Sports shirts.
18412300,Ski suits.
18412800,Swimwear.
18420000,Clothing accessories.
18421000,Handkerchiefs.
18422000,Scarves.
18423000,Ties.
18424000,Gloves.
18424300,Disposable gloves.
18424400,Mittens.
18424500,Gauntlets.
18425000,Belts.
18425100,Bandoliers.
18440000,Hats and headgear.
18441000,Hats.
18443000,Headgear and headgear accessories.
18443100,Headbands.
18443300,Headgear.
18443310,Berets.
18443320,Field caps.
18443330,Hoods.
18443340,Caps.
18443400,Chin straps for headgear.
18443500,Visors.
18444000,Protective headgear.
18444100,Safety headgear.
18444110,Helmets.
18444111,Crash helmets.
18444112,Bicycle helmets.
18444200,Hard hats.
18450000,Fasteners (clothing).
18451000,Buttons.
18451100,Parts of buttons.
18452000,Safety pins.
18453000,Zip fasteners.
18500000,"Jewellery, watches and related articles."
18510000,Jewellery and related articles.
18511000,Precious stone for jewellery.
18511100,Diamonds.
18511200,Rubies.
18511300,Emeralds.
18511400,Opal stone.
18511500,Quartz stone.
18511600,Tourmaline stone.
18512000,Coins and medals.
18512100,Coins.
18512200,Medals.
18513000,Articles of jewellery.
18513100,Pearls.
18513200,Goldsmiths' wares.
18513300,Articles of precious metal.
18513400,Articles of precious or semi-precious stones.
18513500,Silversmiths' wares.
18520000,Personal horology.
18521000,Watches.
18521100,Glass for watches.
18522000,Wristwatches.
18523000,Stopwatches.
18530000,Presents and rewards.
18600000,Furs and articles of fur.
18610000,Fur articles.
18611000,Fur skins.
18612000,Fur clothing.
18613000,Artificial fur articles.
18620000,Furs.
18800000,Footwear.
18810000,Footwear other than sports and protective footwear.
18811000,Waterproof footwear.
18812000,Footwear with rubber or plastic parts.
18812100,Sandals with uppers of rubber or plastics.
18812200,Rubber boots.
18812300,Town footwear with rubber or plastic uppers.
18812400,Flip-flops.
18813000,Footwear with uppers of leather.
18813100,Sandals.
18813200,Slippers.
18813300,Town footwear.
18814000,Footwear with uppers of textile materials.
18815000,Boots.
18815100,Ankle boots.
18815200,Calf boots.
18815300,Knee boots.
18815400,Waders.
18816000,Galoshes.
18820000,Sports footwear.
18821000,Ski footwear.
18821100,Cross-country ski footwear.
18822000,Training shoes.
18823000,Climbing boots.
18824000,Football boots.
18830000,Protective footwear.
18831000,Footwear incorporating a protective metal toecap.
18832000,Special footwear.
18832100,Flying footwear.
18840000,Parts of footwear.
18841000,Footwear uppers.
18842000,Soles.
18843000,Heels.
18900000,"Luggage, saddlery, sacks and bags."
18910000,Saddlery.
18911000,Saddles.
18912000,Riding crops.
18913000,Whips.
18920000,Luggage.
18921000,Suitcases.
18923000,Pouches and wallets.
18923100,Pouches.
18923200,Wallets.
18924000,Trunks.
18925000,Water-bottle holders and holsters.
18925100,Water-bottle holders.
18925200,Holsters.
18929000,Toilet cases.
18930000,Sacks and bags.
18931000,Travel bags.
18931100,Rucksacks.
18932000,Sports bags.
18933000,Mail or parcel bags.
18933100,Post pouches.
18934000,Kitbags.
18935000,Laundry bags.
18936000,Textile bags.
18937000,Goods-packing sacks.
18937100,Goods-packing bags.
18938000,Jiffy bags.
18939000,Handbags.
19000000,"Leather and textile fabrics, plastic and rubber materials."
19100000,Leather.
19110000,Chamois leather.
19120000,Leather of bovine or equine animals.
19130000,"Leather of sheep, goats or pigs."
19131000,Sheep- or lamb-skin leather.
19132000,Goat- or kid-skin leather.
19133000,Pig leather.
19140000,"Leather of other animals, composite leather and other leather."
19141000,Leather of other animals.
19142000,Composite leather.
19143000,Imitation leather.
19144000,Patent leather.
19160000,Watch straps.
19170000,Leather articles used in machinery or mechanical appliances.
19200000,Textile fabrics and related items.
19210000,Woven fabrics.
19211000,Synthetic woven fabrics.
19211100,Mixed woven fabrics.
19212000,Woven fabrics of cotton.
19212100,Ticking.
19212200,Denim.
19212300,Canvas.
19212310,Canvas items.
19212400,Poplin.
19212500,Webbing.
19212510,Webbing straps.
19220000,Woollen fabrics.
19230000,Linen fabrics.
19231000,Linen.
19240000,Special fabrics.
19241000,Pile.
19242000,Terry towelling.
19243000,Upholstery fabrics.
19244000,Curtain fabrics.
19245000,Lining fabrics.
19250000,Knitted or crocheted fabrics.
19251000,Knitted fabrics.
19251100,Pile fabrics.
19252000,Crocheted fabrics.
19260000,Cloth.
19270000,Non-woven fabrics.
19280000,"Animal wool, hides and skins."
19281000,Wool.
19282000,Animal skins.
19283000,Bird skins and feathers.
19400000,Textile yarn and thread.
19410000,Natural textile fibres.
19420000,Artificial textile fibres.
19430000,Textile yarn and thread of natural fibres.
19431000,Silk yarn.
19432000,Wool yarn.
19433000,Cotton yarn.
19434000,Flax yarn.
19435000,Sewing thread and yarn of natural fibres.
19435100,Sewing thread.
19435200,Knitting yarn.
19436000,Vegetable textile-fibre yarn.
19440000,Synthetic yarn or thread.
19441000,Synthetic yarn.
19442000,Synthetic thread.
19442100,Synthetic sewing thread.
19442200,Synthetic knitting yarn.
19500000,Rubber and plastic materials.
19510000,Rubber products.
19511000,"Rubber inner tubes, treads and flaps."
19511100,Tyre flaps.
19511200,Inner tubes.
19511300,Tyre treads.
19512000,Unvulcanised rubber articles.
19513000,Rubberised textile fabrics.
19513100,Tyre-cord fabric.
19513200,Adhesive tape of rubberised textiles.
19514000,Reclaimed rubber.
19520000,Plastic products.
19521000,Polystyrene products.
19521100,Polystyrene sheeting.
19521200,Polystyrene slabs.
19522000,Resins.
19522100,Epoxy resin.
19522110,Epoxy-resin tubing.
19600000,"Leather, textile, rubber and plastic waste."
19610000,Leather waste.
19620000,Textile waste.
19630000,Rubber waste.
19640000,Polythene waste and refuse sacks and bags.
19700000,Synthetic rubber and fibres.
19710000,Synthetic rubber.
19720000,Synthetic fibres.
19721000,Synthetic filament tow.
19722000,High-tenacity yarn.
19723000,Single textured yarn.
19724000,Synthetic monofilament.
19730000,Artificial fibres.
19731000,Artificial staple fibres.
19732000,Polypropylene.
19733000,Artificial textured yarn.
22000000,Printed matter and related products.
22100000,"Printed books, brochures and leaflets."
22110000,Printed books.
22111000,School books.
22112000,Textbooks.
22113000,Library books.
22114000,"Dictionaries, maps, music books and other books."
22114100,Dictionaries.
22114200,Atlases.
22114300,Maps.
22114310,Cadastral maps.
22114311,Blueprints.
22114400,Printed music.
22114500,Encyclopaedias.
22120000,Publications.
22121000,Technical publications.
22130000,Directories.
22140000,Leaflets.
22150000,Brochures.
22160000,Booklets.
22200000,"Newspapers, journals, periodicals and magazines."
22210000,Newspapers.
22211000,Journals.
22211100,Official Journals.
22212000,Periodicals.
22212100,Serials.
22213000,Magazines.
22300000,"Postcards, greeting cards and other printed matter."
22310000,Postcards.
22312000,Pictures.
22313000,Transfers.
22314000,Designs.
22315000,Photographs.
22320000,Greeting cards.
22321000,Christmas cards.
22400000,"Stamps, cheque forms, banknotes, stock certificates, trade advertising material, catalogues and manuals."
22410000,Stamps.
22411000,Christmas stamps.
22412000,New stamps.
22413000,Savings stamps.
22414000,Mail stamp holders.
22420000,Stamp-impressed paper.
22430000,Banknotes.
22440000,Cheque forms.
22450000,Security-type printed matter.
22451000,Passports.
22452000,Postal orders.
22453000,Car-tax discs.
22454000,Driving licences.
22455000,ID cards.
22455100,Identity bracelet.
22456000,Permits.
22457000,Entrance cards.
22458000,Bespoke printed matter.
22459000,Tickets.
22459100,Advertising stickers and strips.
22460000,"Trade-advertising material, commercial catalogues and manuals."
22461000,Catalogues.
22461100,List holders.
22462000,Advertising material.
22470000,Manuals.
22471000,Computer manuals.
22472000,Instruction manuals.
22473000,Technical manuals.
22500000,Printing plates or cylinders or other media for use in printing.
22510000,Offset plates.
22520000,Dry-etching equipment.
22521000,Embossing equipment.
22600000,Ink.
22610000,Printing ink.
22611000,Intaglio ink.
22612000,India ink.
22800000,"Paper or paperboard registers, account books, binders, forms and other articles of printed stationery."
22810000,Paper or paperboard registers.
22813000,Account books.
22814000,Receipt books.
22815000,Notebooks.
22816000,Pads.
22816100,Note pads.
22816200,Shorthand notebook.
22816300,Sticky-note pads.
22817000,Diaries or personal organisers.
22819000,Address books.
22820000,Forms.
22821000,Electoral forms.
22822000,Business forms.
22822100,Continuous business forms.
22822200,Non-continuous business forms.
22830000,Exercise books.
22831000,Refills for school notebooks.
22832000,Exercise papers.
22840000,Albums for samples.
22841000,Collection albums.
22841100,Stamp books.
22841200,Philatelic binders.
22850000,Binders and related accessories.
22851000,Binders.
22852000,Folders.
22852100,File covers.
22853000,File holders.
22900000,Miscellaneous printed matter.
22990000,"Newsprint, handmade paper and other uncoated paper or paperboard for graphic purposes."
22991000,Paper for newsprint.
22992000,Hand-made paper or paperboard.
22993000,"Photosensitive, heat-sensitive or thermographic paper and paperboard."
22993100,Photosensitive paper or paperboard.
22993200,Heat-sensitive paper or paperboard.
22993300,Thermographic paper or paperboard.
22993400,Corrugated paper or paperboard.
24000000,Chemical products.
24100000,Gases.
24110000,Industrial gases.
24111000,"Hydrogen, argon, rare gases, nitrogen and oxygen."
24111100,Argon.
24111200,Rare gases.
24111300,Helium.
24111400,Neon.
24111500,Medical gases.
24111600,Hydrogen.
24111700,Nitrogen.
24111800,Liquid nitrogen.
24111900,Oxygen.
24112000,Inorganic oxygen compounds.
24112100,Carbon dioxide.
24112200,Nitrogen oxides.
24112300,Gaseous inorganic oxygen compounds.
24113000,Liquid and compressed air.
24113100,Liquid air.
24113200,Compressed air.
24200000,Dyes and pigments.
24210000,"Oxides, peroxides and hydroxides."
24211000,"Zinc oxide and peroxide, titanium oxide, dyes and pigments."
24211100,Zinc oxide.
24211200,Zinc peroxide.
24211300,Titanium oxide.
24212000,"Chromium, manganese, magnesium, lead and copper oxides and hydroxides."
24212100,Chromium oxide.
24212200,Manganese oxide.
24212300,Lead oxide.
24212400,Copper oxide.
24212500,Magnesium oxide.
24212600,Hydroxides for dyes and pigments.
24212610,Chromium hydroxide.
24212620,Manganese hydroxide.
24212630,Lead hydroxide.
24212640,Copper hydroxide.
24212650,Magnesium hydroxide.
24213000,Hydrated lime.
24220000,"Tanning extracts, dyeing extracts, tannins and colouring matter."
24221000,Dyeing extracts.
24222000,Tanning extracts.
24223000,Tannins.
24224000,Colouring matter.
24225000,Tanning preparations.
24300000,Basic inorganic and organic chemicals.
24310000,Basic inorganic chemicals.
24311000,"Chemical elements, inorganic acids and compounds."
24311100,Metalloids.
24311110,Phosphides.
24311120,Carbides.
24311130,Hydrides.
24311140,Nitrides.
24311150,Azides.
24311160,Silicides.
24311170,Borides.
24311180,Refined sulphur.
24311200,Halogen.
24311300,Alkali metals.
24311310,Mercury.
24311400,"Hydrogen chloride, inorganic acids, silicon dioxide and sulphur dioxide."
24311410,Inorganic acids.
24311411,Sulphuric acid.
24311420,Phosphoric acid.
24311430,Polyphosphoric acids.
24311440,Hexafluorosilicic acid.
24311450,Sulphur dioxide.
24311460,Silicon dioxide.
24311470,Hydrogen chloride.
24311500,Hydroxides as basic inorganic chemicals.
24311510,Metal oxides.
24311511,Iron pyrites and iron oxides.
24311520,Sodium hydroxide.
24311521,Caustic soda.
24311522,Liquid soda.
24311600,Sulphur compounds.
24311700,Sulphur.
24311800,Carbon.
24311900,Chlorine.
24312000,"Metallic halogenates; hypochlorites, chlorates and perchlorates."
24312100,Metallic halogenates.
24312110,Sodium hexafluorosilicate.
24312120,Chlorides.
24312121,Aluminium chloride.
24312122,Ferric chloride.
24312123,Poly aluminium chloride.
24312130,Aluminium chlorohydrate.
24312200,Hypochlorites and chlorates.
24312210,Sodium chlorite.
24312220,Sodium hypochlorite.
24313000,"Sulphides, sulphates; nitrates, phosphates and carbonates."
24313100,"Sulphides, sulphites and sulphates."
24313110,Miscellaneous sulphides.
24313111,Hydrogen sulphide.
24313112,Polysulphides.
24313120,Sulphates.
24313121,Sodium thiosulphate.
24313122,Ferric sulphate.
24313123,Sulphate of aluminium.
24313124,Sodium sulphate.
24313125,Iron sulphate.
24313126,Copper sulphate.
24313200,"Phosphinates, phosphonates, phosphates and polyphosphates."
24313210,Sodium hexametaphosphate.
24313220,Phosphates.
24313300,Carbonates.
24313310,Sodium carbonate.
24313320,Sodium bicarbonate.
24313400,Nitrates.
24314000,Miscellaneous metal acid salts.
24314100,Potassium permanganate.
24314200,Oxometallic acid salts.
24315000,Miscellaneous inorganic chemicals.
24315100,"Heavy water, other isotopes and their compounds."
24315200,"Cyanide, cyanide oxide, fulminates, cyanates, silicates, borates, perborates, salts of inorganic acids."
24315210,Cyanides.
24315220,Cyanide oxide.
24315230,Fulminates.
24315240,Cyanates.
24315300,Hydrogen peroxide.
24315400,Piezo-electric quartz.
24315500,Compounds of rare earth metals.
24315600,Silicates.
24315610,Sodium silicate.
24315700,Borates and perborates.
24316000,Distilled water.
24317000,Synthetic stones.
24317100,Synthetic precious stones.
24317200,Synthetic semi-precious stones.
24320000,Basic organic chemicals.
24321000,Hydrocarbons.
24321100,Saturated hydrocarbons.
24321110,Saturated acyclic hydrocarbons.
24321111,Methane.
24321112,Ethylene.
24321113,Propene.
24321114,Butene.
24321115,Acetylene.
24321120,Saturated cyclic hydrocarbons.
24321200,Unsaturated hydrocarbons.
24321210,Unsaturated acyclic hydrocarbons.
24321220,Unsaturated cyclic hydrocarbons.
24321221,Benzene.
24321222,Toluene.
24321223,O-xylenes.
24321224,M-xylenes.
24321225,Styrene.
24321226,Ethylbenzene.
24321300,Other halogenated derivatives of hydrocarbons.
24321310,Tetrachloroethylene.
24321320,Carbon tetrachloride.
24322000,"Alcohols, phenols, phenol-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols."
24322100,Industrial fatty alcohols.
24322200,Monohydric alcohols.
24322210,Methanol.
24322220,Ethanol.
24322300,"Diols, polyalcohols and derivatives."
24322310,Ethylene glycol.
24322320,Alcohol derivatives.
24322400,Phenols and derivatives.
24322500,Alcohol.
24322510,Ethyl alcohol.
24323000,Industrial monocarboxylic fatty acids.
24323100,Acid oils from refining.
24323200,Carboxylic acids.
24323210,Acetic acid.
24323220,Peracetic acid.
24323300,Unsaturated monocarboxylic acids and compounds.
24323310,Esters of methacrylic acid.
24323320,Esters of acrylic acid.
24323400,Aromatic polycarboxylic and carboxylic acids.
24324000,Organic compounds with nitrogen functions.
24324100,Amine function compounds.
24324200,Oxygen-function amino-compounds.
24324300,Ureines.
24324400,Compounds with nitrogen functions.
24325000,Organo-sulphur compounds.
24326000,"Aldehyde, ketone, organic peroxides and ethers."
24326100,Aldehyde function compounds.
24326200,Ketone and quinone function compounds.
24326300,Organic peroxides.
24326310,Ethylene oxide.
24326320,Ethers.
24327000,Miscellaneous organic chemicals.
24327100,Vegetable derivatives for dyeing.
24327200,Wood charcoal.
